director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted
Roger Spottiswoode,110000000.0,"['Action', 'Adventure', 'Thriller']",Vincent Schiavelli,Tomorrow Never Dies ,"['ex boyfriend ex girlfriend relationship', 'media tycoon', 'megalomaniac', 'official james bond series', 'world war three']",PG-13,Adventure
Barry Levinson,80000000.0,"['Comedy', 'Crime', 'Drama', 'Romance']",Bruce Willis,Bandits ,"['bank manager', 'hypochondriac', 'love triangle', 'prison', 'television']",PG-13,Comedy
Olivier Megaton,40000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Jordi Mollà,Colombiana ,"['female in a shower', 'female nudity', 'premarital sex', 'sex scene', 'woman wearing a miniskirt']",PG-13,Crime
George Miller,80000000.0,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Adam Goldberg,Babe: Pig in the City ,"['animal', 'farm', 'farmer', 'hotel', 'pig']",G,Fantasy
Alex Proyas,140000000.0,"['Action', 'Adventure', 'Fantasy']",Gerard Butler,Gods of Egypt ,"['ancient egypt', 'egypt', 'egyptian', 'egyptian god', 'egyptian goddess']",PG-13,Fantasy
Don Bluth,50000000.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']",Kirsten Dunst,Anastasia ,"['amnesia', 'reference to anastasia romanov', 'romanov', 'russia', 'russian revolution']",G,Musical
Antoine Fuqua,55000000.0,"['Action', 'Crime', 'Thriller']",Denzel Washington,The Equalizer ,"['assassin', 'ex soldier', 'gangster', 'hanged man', 'mysterious past']",R,Thriller
Tim Burton,40000000.0,"['Animation', 'Drama', 'Family', 'Fantasy', 'Musical', 'Romance']",Johnny Depp,Corpse Bride ,"['arranged marriage', 'bride', 'corpse', 'groom', 'woods']",PG,Drama
Tom Shadyac,175000000.0,"['Comedy', 'Family', 'Fantasy']",Jimmy Bennett,Evan Almighty ,"['ark', 'change', 'congressman', 'depiction of god', 'flood']",PG,Family
John Woo,115000000.0,"['Action', 'Drama', 'War']",Nicolas Cage,Windtalkers ,"['code', 'duty', 'steel helmet', 'u.s. marine', 'u.s. soldier']",R,War
Bobby Farrelly,36000000.0,"['Comedy', 'Romance']",Jenna Fischer,Hall Pass ,"['drugged food', 'female frontal nudity', 'male frontal nudity', 'male nudity', 'marriage']",R,Romance
Renny Harlin,50000000.0,"['Horror', 'Mystery', 'Thriller']",James D'Arcy,Exorcist: The Beginning ,"['archeologist', 'church', 'excavation', 'faith', 'relic']",R,Thriller
Jean-Pierre Jeunet,27000000.0,"['Action', 'Comedy', 'Crime']",Omar Sy,Micmacs ,"['bullet', 'contortionist', 'gag humor', 'human cannonball', 'revenge']",R,Action
Alex Proyas,50000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Nicolas Cage,Knowing ,"['disaster', 'end of the world', 'number', 'student', 'time capsule']",PG-13,Thriller
Luke Greenfield,35000000.0,"['Comedy', 'Drama', 'Romance']",Ashley Williams,Something Borrowed ,"['best friend', 'crush', 'law school', 'lawyer', 'loud sex']",PG-13,Comedy
Michael Bay,130000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Will Smith,Bad Boys II ,"['cuba', 'dea', 'drugs', 'money', 'undercover']",R,Crime
Alessandro Carloni,145000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",J.K. Simmons,Kung Fu Panda 3 ,"['china', 'kung fu', 'panda', 'pig', 'village']",PG,Comedy
Christopher Nolan,40000000.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",Christian Bale,The Prestige ,"['illusion', 'magician', 'obsession', 'rivalry', 'secret']",PG-13,Mystery
Adam McKay,73000000.0,"['Action', 'Comedy', 'Sport']",Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,"['car racing', 'french', 'friend', 'nascar', 'racing']",PG-13,Action
Cameron Crowe,60000000.0,"['Adventure', 'Comedy', 'Drama', 'Music']",Philip Seymour Hoffman,Almost Famous ,"['band', 'magazine', 'rolling stone magazine', 'smoking marijuana', 'tour']",R,Comedy
Maksim Fadeev,30000000.0,"['Adventure', 'Animation', 'Fantasy']",Konstantin Khabenskiy,A Warrior's Tail ,"['battle', 'creature', 'hyena', 'monkey', 'village']",,Adventure
Nicholas Stoller,30000000.0,"['Comedy', 'Drama', 'Romance']",Mila Kunis,Forgetting Sarah Marshall ,"['breakup', 'hawaii', 'hotel', 'male full frontal nudity', 'resort']",R,Romance
Sam Taylor-Johnson,40000000.0,"['Drama', 'Romance']",Jennifer Ehle,Fifty Shades of Grey ,"['female frontal nudity', 'female nudity', 'perversion', 'sex scene', 'spanking']",R,Drama
Yimou Zhang,94000000.0,"['Drama', 'History', 'Romance', 'War']",Christian Bale,The Flowers of War ,"['abusive stepfather', 'attempted rape', 'food shortage', 'sexual abuse', 'starving child']",R,Romance
Neil Burger,85000000.0,"['Adventure', 'Mystery', 'Sci-Fi']",Kate Winslet,Divergent ,"['army', 'brother sister relationship', 'dystopia', 'father son relationship', 'narrated by character']",PG-13,Mystery
Lee Daniels,10000000.0,['Drama'],Mo'Nique,Precious ,"['abuse', 'african american lesbian', 'lesbian', 'lesbian couple', 'school']",R,Drama
Tim Robbins,32000000.0,['Drama'],Bill Murray,Cradle Will Rock ,"['1930s', 'depression', 'play', 'theatre', 'union']",R,Drama
Ridley Scott,130000000.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",Liam Neeson,Kingdom of Heaven ,"['12th century', 'crusader', 'jerusalem', 'knight', 'medieval times']",R,War
Don Mancini,12000000.0,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Jason Flemyng,Seed of Chucky ,"['actress', 'killer doll', 'murder', 'vixen', 'vomiting']",R,Comedy
Mike Nichols,50000000.0,"['Comedy', 'Sci-Fi']",Judy Greer,What Planet Are You From? ,"['alien', 'baby', 'banker', 'pregnancy', 'question in title']",R,Sci-Fi
George Lucas,115000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Natalie Portman,Star Wars: Episode II - Attack of the Clones ,"['martial arts', 'murdered before giving protagonist information', 'part computer animation', 'prequel', 'prequel to cult film']",PG,Sci-Fi
Eric Brevig,80000000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Justin Timberlake,Yogi Bear ,"['bear', 'mayor', 'park', 'sabotage', 'yogi bear']",PG,Animation
Martin Scorsese,28000000.0,"['Biography', 'Drama', 'History', 'War']",Tenzin Thuthob Tsarong,Kundun ,"['chinese', 'dalai lama', 'lama', 'tibet', 'tibetan']",PG-13,History
F. Gary Gray,28000000.0,"['Biography', 'Crime', 'Drama', 'History', 'Music']",Aldis Hodge,Straight Outta Compton ,"['concert', 'gangsta rap', 'hip hop', 'nwa', 'rap music']",R,History
Jim Gillespie,55000000.0,"['Crime', 'Horror', 'Mystery', 'Thriller']",Sylvester Stallone,Eye See You ,"['drill in the eye', 'eye gouging', 'hanged woman', 'murder', 'peep hole']",R,Mystery
Brad Bird,70000000.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Sci-Fi']",Vin Diesel,The Iron Giant ,"['boy', 'friend', 'government agent', 'maine', 'robot']",PG,Sci-Fi
P.J. Hogan,46000000.0,"['Comedy', 'Romance']",Julia Roberts,My Best Friend's Wedding ,"['best friend', 'chick flick', 'male female friendship', 'promise', 'wedding']",PG-13,Comedy
David Ayer,175000000.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Will Smith,Suicide Squad ,"['based on comic book', 'critically bashed', 'father daughter relationship', 'reference to superman', 'super villain']",PG-13,Sci-Fi
Alan Taylor,155000000.0,"['Action', 'Adventure', 'Sci-Fi']",J.K. Simmons,Terminator Genisys ,"['alternate timeline', 'cyborg', 'future', 'robot', 'time machine']",PG-13,Adventure
Joon-ho Bong,39200000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Chris Evans,Snowpiercer ,"['closed ecological system', 'perpetual winter', 'population control', 'revolt', 'train']",R,Action
Peter Hewitt,29000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Jim Broadbent,The Borrowers ,"[""child's point of view"", 'house', 'lawyer', 'real estate', 'washing machine']",PG,Family
Frank Marshall,31000000.0,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",Julian Sands,Arachnophobia ,"['arachnophobia', 'death', 'doctor', 'small town', 'spider']",PG-13,Comedy
Frank Oz,45000000.0,"['Drama', 'Family', 'Fantasy']",Steve Coogan,The Indian in the Cupboard ,"['best friend', 'birthday', 'boy', 'friend', 'magic']",PG,Fantasy
Len Wiseman,50000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Sophia Myles,Underworld: Evolution ,"['death', 'feud', 'forbidden love', 'vampire', 'werewolf']",R,Thriller
Jon Amiel,66000000.0,"['Action', 'Crime', 'Romance', 'Thriller']",Will Patton,Entrapment ,"['art thief', 'insurance', 'mask', 'master thief', 'reference to iron maiden']",PG-13,Thriller
Patrick Read Johnson,50000000.0,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",Joe Mantegna,Baby's Day Out ,"['baby', 'baby boy', 'kidnapping', 'kidnapping a child', 'taxi']",PG,Crime
John Moore,35000000.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Mila Kunis,Max Payne ,"['corporation', 'death', 'ex partner', 'hallucination', 'police detective']",PG-13,Thriller
Peter Weir,150000000.0,"['Action', 'Adventure', 'Drama', 'History', 'War']",James D'Arcy,Master and Commander: The Far Side of the World ,"['1800s', 'napoleonic wars', 'pursuit', 'royal navy', 'ship']",PG-13,War
Rob Cohen,38000000.0,"['Action', 'Crime', 'Thriller']",Paul Walker,The Fast and the Furious ,"['eighteen wheeler', 'illegal street racing', 'truck', 'trucker', 'undercover cop']",PG-13,Thriller
John Gray,45000000.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Alexa PenaVega,The Glimmer Man ,"['detective', 'heavy rain', 'murder', 'partner', 'serial killer']",R,Thriller
Michael Bay,200000000.0,"['Action', 'Adventure', 'Sci-Fi']",Glenn Morshower,Transformers: Revenge of the Fallen ,"['autobot', 'decepticon', 'machine', 'sun', 'symbol']",PG-13,Adventure
Tony Scott,60000000.0,"['Action', 'Drama', 'Sport']",Tom Cruise,Days of Thunder ,"['driver', 'hot shot', 'racing', 'stock car driver', 'team']",PG-13,Drama
Richard Loncraine,31000000.0,"['Comedy', 'Romance', 'Sport']",Kirsten Dunst,Wimbledon ,"['career', 'player', 'tennis', 'tennis player', 'wimbledon']",PG-13,Comedy
Edward Zwick,46000000.0,"['Action', 'Drama', 'Mystery', 'Thriller', 'War']",Denzel Washington,Courage Under Fire ,"['bravery', 'honor', 'medal of honor', 'military life', 'unreliable flashback']",R,Action
Doug Liman,178000000.0,"['Action', 'Adventure', 'Sci-Fi']",Tom Cruise,Edge of Tomorrow ,"['alien', 'combat', 'dying repeatedly', 'end of the world', 'time loop']",PG-13,Action
Spike Jonze,100000000.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",Catherine O'Hara,Where the Wild Things Are ,"[""based on children's book"", 'creature', 'igloo', 'imagination', 'king']",PG,Drama
Lana Wachowski,176000000.0,"['Action', 'Adventure', 'Sci-Fi']",Channing Tatum,Jupiter Ascending ,"['box office flop', 'critically bashed', 'planet earth', 'space opera', 'woman in bra and panties']",PG-13,Adventure
Chuck Russell,100000000.0,"['Action', 'Drama', 'Mystery', 'Thriller']",Vanessa Williams,Eraser ,"['assassination attempt', 'corporate crime', 'rogue agent', 'witness', 'witness protection program']",R,Drama
Ash Brannon,100000000.0,"['Animation', 'Comedy', 'Family', 'Sport']",Jeff Bridges,Surf's Up ,"['chicken', 'competition', 'island', 'penguin', 'surfing']",PG,Comedy
Quentin Tarantino,100000000.0,"['Drama', 'Western']",Leonardo DiCaprio,Django Unchained ,"['dynamite', 'historically inaccurate', 'ku klux klan', 'n word', 'slavery']",R,Drama
Frank Miller,60000000.0,"['Action', 'Crime', 'Fantasy', 'Thriller']",Scarlett Johansson,The Spirit ,"['female star appears nude', 'pants falling down', 'samurai', 'white rat', 'woman in a towel']",PG-13,Crime
Frank Oz,35000000.0,['Comedy'],Tom Selleck,In & Out ,"['academy award', 'gay', 'high school', 'reporter', 'teacher']",PG-13,Comedy
Antoine Fuqua,30000000.0,"['Action', 'Crime', 'Thriller']",Mira Sorvino,The Replacement Killers ,"['forger', 'hitman', 'passport', 'police', 'replacement']",R,Thriller
Mark Waters,55000000.0,"['Comedy', 'Family', 'Fantasy']",Madeline Carroll,Mr. Popper's Penguins ,"['father', 'penguin', 'snowglobe', 'son', 'winter']",PG,Comedy
Francis Ford Coppola,54000000.0,"['Crime', 'Drama']",Al Pacino,The Godfather: Part III ,"['1970s', 'family relationships', 'mob hit', 'opera', 'repeating history']",R,Crime
John Lasseter,200000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",Joe Mantegna,Cars 2 ,"['best friend', 'car race', 'conspiracy', 'gadget car', 'spy']",G,Adventure
Garry Marshall,70000000.0,"['Comedy', 'Romance']",Julia Roberts,Runaway Bride ,"['bride', 'columnist', 'journalist', 'maryland', 'wedding']",PG,Comedy
James Wan,190000000.0,"['Action', 'Crime', 'Thriller']",Jason Statham,Furious 7 ,"['car falling off a cliff', 'hospital', 'revenge', 'star died before release', 'terrorist']",PG-13,Crime
Boaz Yakin,30000000.0,"['Action', 'Crime', 'Thriller']",Jason Statham,Safe ,"['bodyguard', 'gang war', 'russian', 'russian mafia', 'triad']",R,Action
Nanette Burstein,32000000.0,"['Comedy', 'Romance']",Rob Riggle,Going the Distance ,"['bar', 'job', 'long distance relationship', 'male pubic hair', 'pubic hair']",R,Romance
Robert Stromberg,180000000.0,"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",Angelina Jolie Pitt,Maleficent ,"['curse', 'dark fantasy', 'fairy', 'king', 'kingdom']",PG,Action
Tim Hill,63000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Gary Cole,Hop ,"['drummer', 'easter', 'easter bunny', 'piaggio vespa gtv 250', 'slacker']",PG,Comedy
Robert Luketic,75000000.0,"['Action', 'Comedy', 'Romance', 'Thriller']",Tom Selleck,Killers ,"['hired killer', 'marriage', 'neighbor', 'on the run', 'store clerk']",PG-13,Romance
Martin Campbell,65000000.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller', 'Western']",Anthony Hopkins,The Mask of Zorro ,"['19th century', 'california', 'revenge', 'training', 'zorro']",PG-13,Romance
Adam Shankman,56000000.0,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",Vin Diesel,The Pacifier ,"['bodyguard', 'death of husband', 'male nanny', 'nanny', 'wrestling match']",PG,Action
Charles Shyer,60000000.0,"['Comedy', 'Drama', 'Romance']",Omar Epps,Alfie ,"['best friend', 'commitment', 'friend', 'limousine driver', 'one night stand']",R,Drama
Andrey Konchalovskiy,55000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",Sylvester Stallone,Tango & Cash ,"['1980s', '80s action', 'escape', 'plea bargain', 'prison']",R,Comedy
Jon Turteltaub,55000000.0,"['Drama', 'Thriller']",Anthony Hopkins,Instinct ,"['africa', 'anthropologist', 'murder', 'poacher', 'psychiatrist']",R,Thriller
Brad Peyton,85000000.0,"['Action', 'Comedy', 'Family', 'Fantasy']",Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,"['cartoon on tv', 'cat', 'dog', 'kitty', 'special agent']",PG,Fantasy
Roger Kumble,35000000.0,"['Comedy', 'Family']",Brendan Fraser,Furry Vengeance ,"['animal', 'bear', 'land developer', 'real estate', 'real estate developer']",PG,Family
Penny Marshall,40000000.0,"['Comedy', 'Drama']",Ed Begley Jr.,Renaissance Man ,"['army', 'basic training', ""reference to shakespeare's hamlet"", 'teacher', 'u.s. army']",PG-13,Comedy
Duncan Jones,160000000.0,"['Action', 'Adventure', 'Fantasy']",Dominic Cooper,Warcraft ,"['based on video game', 'fictional language', 'fictional war', 'orc', 'sword and sorcery']",PG-13,Fantasy
Andrey Konchalovskiy,90000000.0,"['Action', 'Family', 'Fantasy', 'Musical']",Shirley Henderson,The Nutcracker in 3D ,"['box office flop', 'christmas', 'christmas eve', 'critically bashed', 'toy comes to life']",PG,Family
Michael Patrick King,100000000.0,"['Comedy', 'Drama', 'Romance']",Chris Noth,Sex and the City 2 ,"['abu dhabi', 'box office hit', 'muslim', 'nanny', 'united arab emirates']",R,Romance
Martin Scorsese,35000000.0,"['Crime', 'Thriller']",Robert De Niro,Cape Fear ,"['lawyer', 'neo noir', 'prison', 'rapist', 'southern gothic']",R,Crime
Brian Robbins,40000000.0,"['Comedy', 'Drama']",John Gatins,A Thousand Words ,"['box office flop', 'buddhist', 'liar', 'literary agent', 'magical tree']",PG-13,Comedy
Quentin Tarantino,75000000.0,"['Adventure', 'Drama', 'War']",Michael Fassbender,Inglourious Basterds ,"['france', 'german', 'nazis', 'revenge', 'scalping']",R,Adventure
Cal Brunker,40000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",Brendan Fraser,Escape from Planet Earth ,"['alien', 'cult film', 'mission control', 'product placement', 'rescue']",PG,Animation
Jan de Bont,95000000.0,"['Action', 'Adventure', 'Fantasy']",Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,"['duology', 'female hero', 'female lead', 'orb', ""pandora's box""]",PG-13,Action
Nick Cassavetes,29000000.0,"['Drama', 'Romance']",Ryan Gosling,The Notebook ,"['class differences', 'letter', 'nursing home', 'second chance', 'summer love']",PG-13,Romance
Mike Mitchell,75000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,"['chipmunk', 'cruise ship', 'football ball', 'overboard', 'tennis ball']",G,Adventure
Gore Verbinski,225000000.0,"['Action', 'Adventure', 'Fantasy']",Johnny Depp,Pirates of the Caribbean: Dead Man's Chest ,"['box office hit', 'giant squid', 'heart', ""liar's dice"", 'monster']",PG-13,Fantasy
Mike Newell,45000000.0,"['Drama', 'Romance']",Marcela Mar,Love in the Time of Cholera ,"['19th century', 'colombia', 'love', 'marriage', 'widow']",R,Drama
Keenen Ivory Wayans,64000000.0,"['Comedy', 'Crime']",Chazz Palminteri,Littleman ,"['diamond', 'infant', 'parody', 'spoof', 'sports violence']",PG-13,Crime
Len Wiseman,110000000.0,"['Action', 'Adventure', 'Thriller']",Bruce Willis,Live Free or Die Hard ,"['fbi', 'hacker', 'independence day', 'police', 'terrorist']",PG-13,Action
Kurt Wimmer,30000000.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Milla Jovovich,Ultraviolet ,"['boy', 'disease', 'hemophagia', 'speed', 'vampire']",PG-13,Action
Lee Toland Krieger,25000000.0,"['Drama', 'Fantasy', 'Romance']",Harrison Ford,The Age of Adaline ,"['hit by a pickup truck', 'immortality', 'paramedic', 'resuscitation', 'san francisco california']",PG-13,Drama
Scott Speer,33000000.0,"['Drama', 'Music', 'Romance']",Ryan Guzman,Step Up Revolution ,"['3 dimensional', 'dance', 'dancer', 'dancing', 'flash mob']",PG-13,Music
Gary Fleder,40000000.0,"['Biography', 'Drama', 'Sport']",Dennis Quaid,The Express ,"['african american', 'coach', 'football movie', 'nonlinear timeline', 'syracuse university']",PG,Sport
Terence Young,48000000.0,"['Drama', 'History', 'War']",Laurence Olivier,Inchon ,"['1950s', 'douglas macarthur', 'general', 'inchon', 'invasion']",PG,History
Renny Harlin,70000000.0,"['Action', 'Adventure', 'Thriller']",Sylvester Stallone,Cliffhanger ,"['money', 'mountain', 'rocky mountains', 'snow', 'suitcase']",R,Adventure
Bibo Bergeron,25000000.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Music', 'Romance']",Adam Goldberg,A Monster in Paris ,"['belle epoque', 'city name in title', 'monster', 'paris france']",PG,Music
Roger Michell,40000000.0,"['Comedy', 'Drama', 'Romance']",Noah Bean,Morning Glory ,"['job offer', 'roller coaster', 'slow motion action scene', 'slow motion sequence', 'television']",PG-13,Comedy
Sarah Smith,100000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Jim Broadbent,Arthur Christmas ,"['christmas', 'christmas eve', 'elf', 'high tech', 'resentment']",PG,Family
