director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,all_keywords
Peter Landesman,35000000.0,"['Biography', 'Drama', 'Sport']",Will Smith,Concussion ,"['Peter Landesman', 'Will Smith', 'chronic traumatic encephalopathy', 'concussion', 'football', 'football player', 'pathologist']",PG-13,Sport,"['Peter Landesman', 'Will Smith', 'chronic traumatic encephalopathy', 'concussion', 'football', 'football player', 'pathologist']"
John Singleton,35000000.0,"['Action', 'Mystery', 'Thriller']",Ken Arnold,Abduction ,"['John Singleton', 'Ken Arnold', 'assassin', 'high school', 'on the run', 'teenager', 'website']",PG-13,Mystery,"['John Singleton', 'Ken Arnold', 'assassin', 'high school', 'on the run', 'teenager', 'website']"
Gary Chapman,35000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'War']",Jim Broadbent,Valiant ,"['Gary Chapman', 'Jim Broadbent', 'dove', 'falcon', 'nursing', 'pigeon', 'psychological torture']",G,War,"['Gary Chapman', 'Jim Broadbent', 'dove', 'falcon', 'nursing', 'pigeon', 'psychological torture']"
Curtis Hanson,55000000.0,"['Comedy', 'Drama']",Robert Downey Jr.,Wonder Boys ,"['Curtis Hanson', 'Robert Downey Jr.', 'based on novel', 'college girl', 'midlife crisis', 'pittsburgh pennsylvania', 'professor']",R,Rom-Com,"['Curtis Hanson', 'Robert Downey Jr.', 'based on novel', 'college girl', 'midlife crisis', 'pittsburgh pennsylvania', 'professor']"
Craig Mazin,35000000.0,"['Action', 'Comedy', 'Sci-Fi', 'Thriller']",Drake Bell,Superhero Movie ,"['Craig Mazin', 'Drake Bell', 'dragonfly', 'hero', 'high school', 'soaking wet', 'supervillian origin']",PG-13,Sci-Fi,"['Craig Mazin', 'Drake Bell', 'dragonfly', 'hero', 'high school', 'soaking wet', 'supervillian origin']"
Allen Hughes,35000000.0,"['Crime', 'Drama', 'Thriller']",Alona Tal,Broken City ,"['Allen Hughes', 'Alona Tal', 'election', 'father son relationship', 'fellatio', 'gay slur', 'title spoken by character']",R,Crime,"['Allen Hughes', 'Alona Tal', 'election', 'father son relationship', 'fellatio', 'gay slur', 'title spoken by character']"
Wes Craven,35000000.0,"['Comedy', 'Horror']",Shannon Elizabeth,Cursed ,"['Wes Craven', 'Shannon Elizabeth', 'creature', 'death', 'party', 'rescue', 'werewolf']",PG-13,Horror,"['Wes Craven', 'Shannon Elizabeth', 'creature', 'death', 'party', 'rescue', 'werewolf']"
David Koepp,35000000.0,"['Action', 'Crime', 'Thriller']",Joseph Gordon-Levitt,Premium Rush ,"['David Koepp', 'Joseph Gordon-Levitt', 'chase', 'courier', 'delivery', 'envelope', 'police']",PG-13,Action-Comedy,"['David Koepp', 'Joseph Gordon-Levitt', 'chase', 'courier', 'delivery', 'envelope', 'police']"
Anne Fletcher,35000000.0,"['Action', 'Comedy', 'Crime']",Jim Gaffigan,Hot Pursuit ,"['Anne Fletcher', 'Jim Gaffigan', 'danger', 'drug cartel', 'female cop', 'female police officer', 'fugitive']",PG-13,Rom-Com,"['Anne Fletcher', 'Jim Gaffigan', 'danger', 'drug cartel', 'female cop', 'female police officer', 'fugitive']"
Shekhar Kapur,35000000.0,"['Adventure', 'Drama', 'Romance', 'War']",Djimon Hounsou,The Four Feathers ,"['Shekhar Kapur', 'Djimon Hounsou', 'male nudity', 'naked dead man', 'nudity', 'sex', 'whipping']",PG-13,War,"['Shekhar Kapur', 'Djimon Hounsou', 'male nudity', 'naked dead man', 'nudity', 'sex', 'whipping']"
Taylor Hackford,35000000.0,"['Action', 'Crime', 'Romance', 'Thriller']",Jason Statham,Parker ,"['Taylor Hackford', 'Jason Statham', 'action hero', 'disguise', 'hospital', 'real estate agent', 'thief']",R,Action-Comedy,"['Taylor Hackford', 'Jason Statham', 'action hero', 'disguise', 'hospital', 'real estate agent', 'thief']"
Richard Loncraine,31000000.0,"['Comedy', 'Romance', 'Sport']",Kirsten Dunst,Wimbledon ,"['Richard Loncraine', 'Kirsten Dunst', 'career', 'player', 'tennis', 'tennis player', 'wimbledon']",PG-13,Sport,"['Richard Loncraine', 'Kirsten Dunst', 'career', 'player', 'tennis', 'tennis player', 'wimbledon']"
Roger Kumble,35000000.0,"['Comedy', 'Family']",Brendan Fraser,Furry Vengeance ,"['Roger Kumble', 'Brendan Fraser', 'animal', 'bear', 'land developer', 'real estate', 'real estate developer']",PG,Family,"['Roger Kumble', 'Brendan Fraser', 'animal', 'bear', 'land developer', 'real estate', 'real estate developer']"
Kimble Rendall,30000000.0,"['Action', 'Horror', 'Sci-Fi']",Alex Russell,Bait ,"['Kimble Rendall', 'Alex Russell', 'great white shark', 'shark', 'supermarket', 'swimming', 'tsunami']",R,Horror,"['Kimble Rendall', 'Alex Russell', 'great white shark', 'shark', 'supermarket', 'swimming', 'tsunami']"
Peter Yates,27000000.0,"['Action', 'Adventure', 'Fantasy']",Liam Neeson,Krull ,"['Peter Yates', 'Liam Neeson', 'cyclops', 'fortress', 'monster', 'planet', 'rescue']",PG,Action-Comedy,"['Peter Yates', 'Liam Neeson', 'cyclops', 'fortress', 'monster', 'planet', 'rescue']"
Robert Redford,35000000.0,"['Drama', 'Thriller', 'War']",Meryl Streep,Lions for Lambs ,"['Robert Redford', 'Meryl Streep', 'afghanistan', 'professor', 'reporter', 'student', 'university']",R,War,"['Robert Redford', 'Meryl Streep', 'afghanistan', 'professor', 'reporter', 'student', 'university']"
John Milius,35000000.0,"['Action', 'Drama', 'Thriller', 'War']",Rosanna Arquette,Flight of the Intruder ,"['John Milius', 'Rosanna Arquette', 'bombardier', 'pilot', 'u.s. navy', 'vietnam', 'vietnam war']",PG-13,War,"['John Milius', 'Rosanna Arquette', 'bombardier', 'pilot', 'u.s. navy', 'vietnam', 'vietnam war']"
Jake Kasdan,35000000.0,"['Comedy', 'Music']",Tim Meadows,Walk Hard: The Dewey Cox Story ,"['Jake Kasdan', 'Tim Meadows', 'drugs', 'elvis', 'musician', 'singer', 'the beatles']",R,Musical,"['Jake Kasdan', 'Tim Meadows', 'drugs', 'elvis', 'musician', 'singer', 'the beatles']"
Lasse Hallström,35000000.0,['Drama'],Kevin Spacey,The Shipping News ,"['Lasse Hallstr\xc3\xb6m', 'Kevin Spacey', 'employee employer relationship', 'husband wife relationship', 'newspaper', 'ship', 'wake']",R,Drama,"['Lasse Hallstr\xc3\xb6m', 'Kevin Spacey', 'employee employer relationship', 'husband wife relationship', 'newspaper', 'ship', 'wake']"
Les Mayfield,35000000.0,"['Action', 'Western']",Gregory Smith,American Outlaws ,"['Les Mayfield', 'Gregory Smith', 'legend', 'old west', 'outlaw', 'railroad', 'stealing from the rich']",PG-13,Western,"['Les Mayfield', 'Gregory Smith', 'legend', 'old west', 'outlaw', 'railroad', 'stealing from the rich']"
Jean-Marc Vallée,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Michiel Huisman,The Young Victoria ,"['Jean-Marc Vall\xc3\xa9e', 'Michiel Huisman', '19th century', 'courtship', 'female protagonist', 'princess', 'queen of england']",PG,Biography,"['Jean-Marc Vall\xc3\xa9e', 'Michiel Huisman', '19th century', 'courtship', 'female protagonist', 'princess', 'queen of england']"
Dominic Sena,35000000.0,"['Action', 'Crime', 'Mystery', 'Thriller']",Tom Skerritt,Whiteout ,"['Dominic Sena', 'Tom Skerritt', 'antarctica', 'geologist', 'investigation', 'u.s. marshal', 'winter']",R,Mystery,"['Dominic Sena', 'Tom Skerritt', 'antarctica', 'geologist', 'investigation', 'u.s. marshal', 'winter']"
Terrence Malick,32000000.0,"['Drama', 'Fantasy']",Brad Pitt,The Tree of Life ,"['Terrence Malick', 'Brad Pitt', '1950s', 'children', 'ice cube', 'texas', 'waco texas']",PG-13,Drama,"['Terrence Malick', 'Brad Pitt', '1950s', 'children', 'ice cube', 'texas', 'waco texas']"
Hark Tsui,35000000.0,"['Action', 'Comedy', 'Thriller']",Paul Sorvino,Knock Off ,"['Hark Tsui', 'Paul Sorvino', 'cia', 'hong kong', 'market', 'undercover', 'van']",R,Rom-Com,"['Hark Tsui', 'Paul Sorvino', 'cia', 'hong kong', 'market', 'undercover', 'van']"
David Ayer,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Mireille Enos,Sabotage ,"['David Ayer', 'Mireille Enos', 'dea', 'drug cartel', 'kicked in the crotch', 'strip club', 'tough girl']",R,Action-Comedy,"['David Ayer', 'Mireille Enos', 'dea', 'drug cartel', 'kicked in the crotch', 'strip club', 'tough girl']"
Brian Helgeland,38000000.0,"['Action', 'Mystery', 'Thriller']",Heath Ledger,The Order ,"['Brian Helgeland', 'Heath Ledger', 'death', 'exorcism', 'heaven', 'priest', 'sin eater']",R,Mystery,"['Brian Helgeland', 'Heath Ledger', 'death', 'exorcism', 'heaven', 'priest', 'sin eater']"
Lexi Alexander,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Julie Benz,Punisher: War Zone ,"['Lexi Alexander', 'Julie Benz', 'gun fu', 'plastic surgery', 'psychopath', 'undercover', 'vigilante']",R,Action-Comedy,"['Lexi Alexander', 'Julie Benz', 'gun fu', 'plastic surgery', 'psychopath', 'undercover', 'vigilante']"
Peter Hewitt,35000000.0,"['Action', 'Adventure', 'Family', 'Sci-Fi']",Kevin Zegers,Zoom ,"['Peter Hewitt', 'Kevin Zegers', 'bruise', 'female hero', 'super strength', 'superhero', 'teenage superhero']",PG,Family,"['Peter Hewitt', 'Kevin Zegers', 'bruise', 'female hero', 'super strength', 'superhero', 'teenage superhero']"
Robert Zemeckis,35000000.0,"['Adventure', 'Biography', 'Drama', 'Thriller']",Joseph Gordon-Levitt,The Walk ,"['Robert Zemeckis', 'Joseph Gordon-Levitt', '1970s', 'based on true story', 'new york city', 'skyscraper', 'tightrope walker']",PG,Biography,"['Robert Zemeckis', 'Joseph Gordon-Levitt', '1970s', 'based on true story', 'new york city', 'skyscraper', 'tightrope walker']"
Ronny Yu,35000000.0,"['Action', 'Adventure', 'Fantasy']",Marley Shelton,Warriors of Virtue ,"['Ronny Yu', 'Marley Shelton', 'anthropomorphic animal', 'football', 'kangaroo', 'sword and sorcery', 'water boy']",PG,Action-Comedy,"['Ronny Yu', 'Marley Shelton', 'anthropomorphic animal', 'football', 'kangaroo', 'sword and sorcery', 'water boy']"
Ridley Scott,35000000.0,"['Comedy', 'Drama', 'Romance']",Archie Panjabi,A Good Year ,"['Ridley Scott', 'Archie Panjabi', 'based on novel', 'inheritance', 'provence', 'uncle', 'wine']",PG-13,Rom-Com,"['Ridley Scott', 'Archie Panjabi', 'based on novel', 'inheritance', 'provence', 'uncle', 'wine']"
,,"['Crime', 'Drama', 'Mystery', 'Thriller']",Ruth Wilson,Luther             ,"[nan, 'Ruth Wilson', 'murder', 'police', 'psychopath']",TV-MA,Mystery,"[nan, 'Ruth Wilson', 'murder', 'police', 'psychopath']"
Richard Donner,35000000.0,['Drama'],Adam Baldwin,Radio Flyer ,"['Richard Donner', 'Adam Baldwin', 'father son relationship', 'physical abuse', 'radio flyer', 'stepfather', 'stepfather stepson relationship']",PG-13,Drama,"['Richard Donner', 'Adam Baldwin', 'father son relationship', 'physical abuse', 'radio flyer', 'stepfather', 'stepfather stepson relationship']"
Taylor Hackford,35000000.0,"['Crime', 'Drama']",Delroy Lindo,"Blood In, Blood Out ","['Taylor Hackford', 'Delroy Lindo', '1970s', '1980s', 'barrio', 'gang war', 'mexican']",R,Crime,"['Taylor Hackford', 'Delroy Lindo', '1970s', '1980s', 'barrio', 'gang war', 'mexican']"
Bille August,35000000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Jim Broadbent,Smilla's Sense of Snow ,"['Bille August', 'Jim Broadbent', 'boy', 'greenland', 'neighbor', 'roof', 'snow']",R,Sci-Fi,"['Bille August', 'Jim Broadbent', 'boy', 'greenland', 'neighbor', 'roof', 'snow']"
Brian De Palma,35000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Peter Coyote,Femme Fatale ,"['Brian De Palma', 'Peter Coyote', 'ambassador', 'cannes', 'identity', 'suicide', 'thief']",R,Mystery,"['Brian De Palma', 'Peter Coyote', 'ambassador', 'cannes', 'identity', 'suicide', 'thief']"
Moustapha Akkad,35000000.0,"['Biography', 'Drama', 'History', 'War']",Oliver Reed,Lion of the Desert ,"['Moustapha Akkad', 'Oliver Reed', 'arab', 'general', 'libya', 'muslim', 'mussolini']",PG,War,"['Moustapha Akkad', 'Oliver Reed', 'arab', 'general', 'libya', 'muslim', 'mussolini']"
Jean-Paul Rappeneau,,"['Adventure', 'Drama', 'Romance', 'War']",Olivier Martinez,The Horseman on the Roof ,"['Jean-Paul Rappeneau', 'Olivier Martinez', 'austrian', 'breasts', 'cholera', 'police', 'provence']",R,War,"['Jean-Paul Rappeneau', 'Olivier Martinez', 'austrian', 'breasts', 'cholera', 'police', 'provence']"
Ang Lee,35000000.0,"['Drama', 'Romance', 'War', 'Western']",Jeremy W. Auman,Ride with the Devil ,"['Ang Lee', 'Jeremy W. Auman', 'bushwhacker', 'friend', 'honor', 'kansas', 'raid']",R,War,"['Ang Lee', 'Jeremy W. Auman', 'bushwhacker', 'friend', 'honor', 'kansas', 'raid']"
Alejandro G. Iñárritu,,['Drama'],Maricel Álvarez,Biutiful ,"['Alejandro G. I\xc3\xb1\xc3\xa1rritu', 'Maricel \xc3\x81lvarez', 'children', 'chinese', 'illegal immigrant', 'immigrant', 'male ponytail']",R,Drama,"['Alejandro G. I\xc3\xb1\xc3\xa1rritu', 'Maricel \xc3\x81lvarez', 'children', 'chinese', 'illegal immigrant', 'immigrant', 'male ponytail']"
Roland Joffé,,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",Tamsin Egerton,The Lovers ,"['Roland Joff\xc3\xa9', 'Tamsin Egerton', '1770s', 'british india', 'great barrier reef', 'india', 'ring']",R,Sci-Fi,"['Roland Joff\xc3\xa9', 'Tamsin Egerton', '1770s', 'british india', 'great barrier reef', 'india', 'ring']"
Joachim Rønning,32000000.0,"['Action', 'Comedy', 'Crime', 'Western']",Salma Hayek,Bandidas ,"['Joachim R\xc3\xb8nning', 'Salma Hayek', 'bank', 'cleavage', 'farmer', 'female gunfighter', 'mexico']",PG-13,Western,"['Joachim R\xc3\xb8nning', 'Salma Hayek', 'bank', 'cleavage', 'farmer', 'female gunfighter', 'mexico']"
Tony Kaye,23000000.0,"['Crime', 'Drama']",Bill Cobbs,Black Water Transit ,"['Tony Kaye', 'Bill Cobbs', 'based on novel']",,Crime,"['Tony Kaye', 'Bill Cobbs', 'based on novel']"
Wes Ball,34000000.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Ki Hong Lee,The Maze Runner ,"['Wes Ball', 'Ki Hong Lee', 'based on novel', 'concrete wall', 'maze', 'open ended', 'teenage boy']",PG-13,Sci-Fi,"['Wes Ball', 'Ki Hong Lee', 'based on novel', 'concrete wall', 'maze', 'open ended', 'teenage boy']"
Ken Scott,35000000.0,['Comedy'],Tom Wilkinson,Unfinished Business ,"['Ken Scott', 'Tom Wilkinson', 'business trip', 'company', 'glory hole', 'male frontal nudity', 'male nudity']",R,Comedy,"['Ken Scott', 'Tom Wilkinson', 'business trip', 'company', 'glory hole', 'male frontal nudity', 'male nudity']"
Martin Scorsese,30000000.0,"['Drama', 'Romance']",Richard E. Grant,The Age of Innocence ,"['Martin Scorsese', 'Richard E. Grant', '19th century', 'countess', 'lawyer', 'love', 'new york']",PG,Drama,"['Martin Scorsese', 'Richard E. Grant', '19th century', 'countess', 'lawyer', 'love', 'new york']"
Darren Aronofsky,35000000.0,"['Drama', 'Sci-Fi']",Hugh Jackman,The Fountain ,"['Darren Aronofsky', 'Hugh Jackman', 'eternity', 'love', 'mayan', 'tree', 'tree of life']",PG-13,Sci-Fi,"['Darren Aronofsky', 'Hugh Jackman', 'eternity', 'love', 'mayan', 'tree', 'tree of life']"
Hugh Johnson,34000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']",David Paymer,Chill Factor ,"['Hugh Johnson', 'David Paymer', 'colonel', 'ice', 'ice cream truck', 'military', 'u.s. army']",R,Rom-Com,"['Hugh Johnson', 'David Paymer', 'colonel', 'ice', 'ice cream truck', 'military', 'u.s. army']"
Simon West,35000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",Nicolas Cage,Stolen ,"['Simon West', 'Nicolas Cage', 'bank', 'money', 'presumed dead', 'rescue', 'thief']",R,Action-Comedy,"['Simon West', 'Nicolas Cage', 'bank', 'money', 'presumed dead', 'rescue', 'thief']"
Hayao Miyazaki,34000000.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Rumi Hiiragi,Ponyo ,"['Hayao Miyazaki', 'Rumi Hiiragi', 'children adventure', 'magical realism', 'sea goddess', 'small town', 'tsunami']",G,Animation,"['Hayao Miyazaki', 'Rumi Hiiragi', 'children adventure', 'magical realism', 'sea goddess', 'small town', 'tsunami']"
George Tillman Jr.,34000000.0,"['Drama', 'Romance']",Tiago Riani,The Longest Ride ,"['George Tillman Jr.', 'Tiago Riani', '1940s', 'art collector', 'bull riding', 'north carolina', 'student']",PG-13,Drama,"['George Tillman Jr.', 'Tiago Riani', '1940s', 'art collector', 'bull riding', 'north carolina', 'student']"
Rand Ravich,34000000.0,"['Drama', 'Sci-Fi', 'Thriller']",Johnny Depp,The Astronaut's Wife ,"['Rand Ravich', 'Johnny Depp', 'astronaut', 'electrocuted in bathtub', 'mission', 'pilot', 'sister']",R,Sci-Fi,"['Rand Ravich', 'Johnny Depp', 'astronaut', 'electrocuted in bathtub', 'mission', 'pilot', 'sister']"
Hugh Hudson,34000000.0,"['Adventure', 'Drama', 'Romance']",Liam Aiken,I Dreamed of Africa ,"['Hugh Hudson', 'Liam Aiken', 'dream', 'italian', 'kenya', 'ranch', 'snake']",PG-13,Adventure,"['Hugh Hudson', 'Liam Aiken', 'dream', 'italian', 'kenya', 'ranch', 'snake']"
Gabriele Muccino,35000000.0,"['Comedy', 'Romance', 'Sport']",Gerard Butler,Playing for Keeps ,"['Gabriele Muccino', 'Gerard Butler', 'coach', 'soccer', 'soccer coach', 'soccer mom', 'soccer team']",PG-13,Sport,"['Gabriele Muccino', 'Gerard Butler', 'coach', 'soccer', 'soccer coach', 'soccer mom', 'soccer team']"
Justin Chadwick,35000000.0,"['Biography', 'Drama', 'History']",Terry Pheto,Mandela: Long Walk to Freedom ,"['Justin Chadwick', 'Terry Pheto', 'africa', 'apartheid', 'nelson mandela', 'president', 'resistance']",PG-13,Biography,"['Justin Chadwick', 'Terry Pheto', 'africa', 'apartheid', 'nelson mandela', 'president', 'resistance']"
Warren Beatty,35000000.0,"['Biography', 'Drama', 'History', 'Romance']",Paul Sorvino,Reds ,"['Warren Beatty', 'Paul Sorvino', 'cold war', 'cold war era', 'interview', 'russia', 'written and directed by cast member']",PG,Biography,"['Warren Beatty', 'Paul Sorvino', 'cold war', 'cold war era', 'interview', 'russia', 'written and directed by cast member']"
Rob Reiner,40000000.0,"['Drama', 'Thriller']",Tom Cruise,A Few Good Men ,"['Rob Reiner', 'Tom Cruise', 'cuba', 'guantanamo', 'lance corporal', 'lawyer', 'murder']",R,Drama,"['Rob Reiner', 'Tom Cruise', 'cuba', 'guantanamo', 'lance corporal', 'lawyer', 'murder']"
Andrzej Bartkowiak,33000000.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Michael Jai White,Exit Wounds ,"['Andrzej Bartkowiak', 'Michael Jai White', 'corrupt cop', 'drug dealer', 'drugs', 'heroin', 'vice president']",R,Rom-Com,"['Andrzej Bartkowiak', 'Michael Jai White', 'corrupt cop', 'drug dealer', 'drugs', 'heroin', 'vice president']"
Raja Gosnell,30000000.0,"['Action', 'Comedy', 'Crime']",Nia Long,Big Momma's House ,"['Raja Gosnell', 'Nia Long', 'disguise', 'fbi', 'female impersonation', 'gender disguise', 'obesity']",PG-13,Rom-Com,"['Raja Gosnell', 'Nia Long', 'disguise', 'fbi', 'female impersonation', 'gender disguise', 'obesity']"
Chris Gorak,30000000.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Max Minghella,The Darkest Hour ,"['Chris Gorak', 'Max Minghella', 'alien', 'aurora borealis', 'critically bashed', 'killing an animal', 'nightclub']",PG-13,Horror,"['Chris Gorak', 'Max Minghella', 'alien', 'aurora borealis', 'critically bashed', 'killing an animal', 'nightclub']"
Scott Speer,33000000.0,"['Drama', 'Music', 'Romance']",Ryan Guzman,Step Up Revolution ,"['Scott Speer', 'Ryan Guzman', '3 dimensional', 'dance', 'dancer', 'dancing', 'flash mob']",PG-13,Musical,"['Scott Speer', 'Ryan Guzman', '3 dimensional', 'dance', 'dancer', 'dancing', 'flash mob']"
David R. Ellis,33000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",Lin Shaye,Snakes on a Plane ,"['David R. Ellis', 'Lin Shaye', 'baby rattle', 'famous line', 'murder', 'passenger', 'snake']",R,Action-Comedy,"['David R. Ellis', 'Lin Shaye', 'baby rattle', 'famous line', 'murder', 'passenger', 'snake']"
Joe Charbanic,33000000.0,"['Crime', 'Horror', 'Mystery', 'Thriller']",Keanu Reeves,The Watcher ,"['Joe Charbanic', 'Keanu Reeves', 'fbi', 'murder', 'scene of the crime', 'serial killer', 'therapy']",R,Horror,"['Joe Charbanic', 'Keanu Reeves', 'fbi', 'murder', 'scene of the crime', 'serial killer', 'therapy']"
