director_name,budget,genres,actor_1_name,movie_title,plot_keywords,content_rating,genre_adjusted,log_budget,all_keywords
Renny Harlin,70000000.0,"['Action', 'Thriller']",Bruce Willis,Die Hard 2 ,"['airport', 'fuel', 'plane', 'police', 'terrorist']",R,Action-Comedy,18.0640058,"['Renny Harlin', 'Bruce Willis', 'airport', 'fuel', 'plane', 'police', 'terrorist']"
Rob Reiner,45000000.0,"['Adventure', 'Comedy', 'Drama']",Morgan Freeman,The Bucket List ,"['billionaire', 'friend', 'hospital', 'list', 'mechanic']",PG-13,Rom-Com,17.6221730477,"['Rob Reiner', 'Morgan Freeman', 'billionaire', 'friend', 'hospital', 'list', 'mechanic']"
Mikael Håfström,50000000.0,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",Sylvester Stallone,Escape Plan ,"['cia agent', 'escape', 'muslim', 'prison', 'ship']",R,Sci-Fi,17.7275335634,"['Mikael H\xc3\xa5fstr\xc3\xb6m', 'Sylvester Stallone', 'cia', 'agent', 'escape', 'muslim', 'prison', 'ship']"
Billy Bob Thornton,57000000.0,"['Drama', 'Romance', 'Western']",Matt Damon,All the Pretty Horses ,"['1940s', 'cowboy', 'mexico', 'railway station', 'texas']",PG-13,Western,17.8585618258,"['Billy Bob Thornton', 'Matt Damon', '1940s', 'cowboy', 'mexico', 'railway', 'station', 'texas']"
Carl Franklin,42000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Morgan Freeman,High Crimes ,"['defense lawyer', 'lawyer', 'marine', 'murder', 'villager']",PG-13,Mystery,17.5531801762,"['Carl Franklin', 'Morgan Freeman', 'defense', 'lawyer', 'lawyer', 'marine', 'murder', 'villager']"
Michael Patrick King,100000000.0,"['Comedy', 'Drama', 'Romance']",Chris Noth,Sex and the City 2 ,"['abu dhabi', 'box office hit', 'muslim', 'nanny', 'united arab emirates']",R,Rom-Com,18.420680744,"['Michael Patrick King', 'Chris Noth', 'abu', 'dhabi', 'box', 'office', 'hit', 'muslim', 'nanny', 'united', 'arab', 'emirates']"
Hark Tsui,35000000.0,"['Action', 'Comedy', 'Thriller']",Paul Sorvino,Knock Off ,"['cia', 'hong kong', 'market', 'undercover', 'van']",R,Rom-Com,17.3708586195,"['Hark Tsui', 'Paul Sorvino', 'cia', 'hong', 'kong', 'market', 'undercover', 'van']"
Andrew Stanton,263700000.0,"['Action', 'Adventure', 'Sci-Fi']",Daryl Sabara,John Carter ,"['alien', 'american civil war', 'male nipple', 'mars', 'princess']",PG-13,Sci-Fi,19.3903226513,"['Andrew Stanton', 'Daryl Sabara', 'alien', 'american', 'civil', 'war', 'male', 'nipple', 'mars', 'princess']"
Ben Stiller,47000000.0,"['Comedy', 'Drama', 'Thriller']",Matthew Broderick,The Cable Guy ,"['cable guy', 'foreplay', 'friend', 'kissing', 'television']",PG-13,Rom-Com,17.6656581597,"['Ben Stiller', 'Matthew Broderick', 'cable', 'guy', 'foreplay', 'friend', 'kissing', 'television']"
Sergey Bodrov,25000000.0,"['Drama', 'History', 'War']",Jay Hernandez,Nomad: The Warrior ,"['1800s', 'kazakhstan', 'nomad']",R,War,17.0343863828,"['Sergey Bodrov', 'Jay Hernandez', '1800s', 'kazakhstan', 'nomad']"
Keenen Ivory Wayans,45000000.0,['Comedy'],Natasha Lyonne,Scary Movie 2 ,"['blow job', 'demon', 'exorcism', 'priest', 'professor']",R,Comedy,17.6221730477,"['Keenen Ivory Wayans', 'Natasha Lyonne', 'blow', 'job', 'demon', 'exorcism', 'priest', 'professor']"
Clint Eastwood,55000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",Angelina Jolie Pitt,Changeling ,"['execution by hanging', 'los angeles police department', 'miscarriage of justice', 'missing child', 'wrongful conviction']",R,Mystery,17.8228437432,"['Clint Eastwood', 'Angelina Jolie Pitt', 'execution', 'by', 'hanging', 'los', 'angeles', 'police', 'department', 'miscarriage', 'of', 'justice', 'missing', 'child', 'wrongful', 'conviction']"
Marco Schnabel,62000000.0,"['Comedy', 'Romance', 'Sport']",Justin Timberlake,The Love Guru ,"['bloopers during credits', 'bucket of popcorn', 'chastity belt', 'guru', 'toronto maple leafs']",PG-13,Sport,17.942644943,"['Marco Schnabel', 'Justin Timberlake', 'bloopers', 'during', 'credits', 'bucket', 'of', 'popcorn', 'chastity', 'belt', 'guru', 'toronto', 'maple', 'leafs']"
Albert Hughes,35000000.0,"['Horror', 'Mystery', 'Thriller']",Johnny Depp,From Hell ,"['freemason', 'jack the ripper', 'opium', 'prostitute', 'victorian era']",R,Horror,17.3708586195,"['Albert Hughes', 'Johnny Depp', 'freemason', 'jack', 'the', 'ripper', 'opium', 'prostitute', 'victorian', 'era']"
Daniel Lee,65000000.0,"['Action', 'Adventure', 'Drama', 'History']",Si Won Choi,Dragon Blade ,"['child fugitive', 'final battle', 'martial art', 'silk road', 'sword']",R,History,17.9898978279,"['Daniel Lee', 'Si Won Choi', 'child', 'fugitive', 'final', 'battle', 'martial', 'art', 'silk', 'road', 'sword']"
Bobby Farrelly,40000000.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Jason Alexander,Shallow Hal ,"['dying', 'friend', 'inner beauty', 'love', 'self help guru']",PG-13,Rom-Com,17.5043900121,"['Bobby Farrelly', 'Jason Alexander', 'dying', 'friend', 'inner', 'beauty', 'love', 'self', 'help', 'guru']"
Jan de Bont,95000000.0,"['Action', 'Adventure', 'Fantasy']",Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,"['duology', 'female hero', 'female lead', 'orb', ""pandora's box""]",PG-13,Action-Comedy,18.3693874496,"['Jan de Bont', 'Gerard Butler', 'duology', 'female', 'hero', 'female', 'lead', 'orb', 'pandora', 's', 'box']"
Robert Redford,60000000.0,"['Drama', 'Fantasy', 'Sport']",Matt Damon,The Legend of Bagger Vance ,"['caddy', 'game', 'golf', 'golf course', 'golfer']",PG-13,Sport,17.9098551202,"['Robert Redford', 'Matt Damon', 'caddy', 'game', 'golf', 'golf', 'course', 'golfer']"
Neil Jordan,60000000.0,"['Drama', 'Fantasy', 'Horror']",Brad Pitt,Interview with the Vampire: The Vampire Chronicles ,"['betrayal', 'dangerous friend', 'gothic', 'monster as victim', 'vampire']",R,Horror,17.9098551202,"['Neil Jordan', 'Brad Pitt', 'betrayal', 'dangerous', 'friend', 'gothic', 'monster', 'as', 'victim', 'vampire']"
Jeff Wadlow,28000000.0,"['Action', 'Comedy', 'Crime']",Chloë Grace Moretz,Kick-Ass 2 ,"['hit in the crotch', 'kicked in the crotch', 'punched in the crotch', 'sparring', 'superhero']",R,Rom-Com,17.1477150681,"['Jeff Wadlow', 'Chlo\xc3\xab Grace Moretz', 'hit', 'in', 'the', 'crotch', 'kicked', 'in', 'the', 'crotch', 'punched', 'in', 'the', 'crotch', 'sparring', 'superhero']"
Steven Soderbergh,30000000.0,"['Crime', 'Drama', 'Thriller']",Channing Tatum,Side Effects ,"['clinical trial', 'female protagonist', 'neuropharmacology', 'psychiatrist', 'side effect']",R,Crime,17.2167079396,"['Steven Soderbergh', 'Channing Tatum', 'clinical', 'trial', 'female', 'protagonist', 'neuropharmacology', 'psychiatrist', 'side', 'effect']"
John Moore,92000000.0,"['Action', 'Thriller']",Bruce Willis,A Good Day to Die Hard ,"['bomb', 'cia', 'courthouse', 'escape', 'russian']",R,Action-Comedy,18.337299135,"['John Moore', 'Bruce Willis', 'bomb', 'cia', 'courthouse', 'escape', 'russian']"
Steve Carr,60000000.0,"['Comedy', 'Family']",Anjelica Huston,Daddy Day Care ,"['bloopers during credits', 'breakfast cereal', 'department store ride', 'face painting', 'sponge bob square pants slippers']",PG,Family,17.9098551202,"['Steve Carr', 'Anjelica Huston', 'bloopers', 'during', 'credits', 'breakfast', 'cereal', 'department', 'store', 'ride', 'face', 'painting', 'sponge', 'bob', 'square', 'pants', 'slippers']"
John McTiernan,28000000.0,"['Action', 'Thriller']",Alan Rickman,Die Hard ,"['christmas', 'christmas eve', 'christmas party', 'held at gunpoint', 'hostage']",R,Action-Comedy,17.1477150681,"['John McTiernan', 'Alan Rickman', 'christmas', 'christmas', 'eve', 'christmas', 'party', 'held', 'at', 'gunpoint', 'hostage']"
Anthony Russo,250000000.0,"['Action', 'Adventure', 'Sci-Fi']",Robert Downey Jr.,Captain America: Civil War ,"['based on comic book', 'knife', 'marvel cinematic universe', 'returning character killed off', 'superhero']",PG-13,Sci-Fi,19.3369714758,"['Anthony Russo', 'Robert Downey Jr.', 'based', 'on', 'comic', 'book', 'knife', 'marvel', 'cinematic', 'universe', 'returning', 'character', 'killed', 'off', 'superhero']"
Michael Caton-Jones,28000000.0,"['Adventure', 'Biography']",Liam Neeson,Rob Roy ,"['18th century', 'highlands', 'scotland', 'sexual cruelty', 'sword fight']",R,Biography,17.1477150681,"['Michael Caton-Jones', 'Liam Neeson', '18th', 'century', 'highlands', 'scotland', 'sexual', 'cruelty', 'sword', 'fight']"
Harold Ramis,30000000.0,"['Comedy', 'Crime']",Robert De Niro,Analyze This ,"['analyst', 'mafia', 'patient', 'psychiatrist', 'wedding']",R,Rom-Com,17.2167079396,"['Harold Ramis', 'Robert De Niro', 'analyst', 'mafia', 'patient', 'psychiatrist', 'wedding']"
Andrew Niccol,40000000.0,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Thriller']",J.D. Evermore,The Host ,"['alien', 'alien creature', 'body snatching', 'desert', 'parasite']",PG-13,Sci-Fi,17.5043900121,"['Andrew Niccol', 'J.D. Evermore', 'alien', 'alien', 'creature', 'body', 'snatching', 'desert', 'parasite']"
Frank Coraci,110000000.0,"['Action', 'Adventure', 'Comedy']",Jim Broadbent,Around the World in 80 Days ,"['19th century', 'around the world', 'inventor', 'martial arts', 'train']",PG,Rom-Com,18.5159909238,"['Frank Coraci', 'Jim Broadbent', '19th', 'century', 'around', 'the', 'world', 'inventor', 'martial', 'arts', 'train']"
Lasse Hallström,35000000.0,['Drama'],Kevin Spacey,The Shipping News ,"['employee employer relationship', 'husband wife relationship', 'newspaper', 'ship', 'wake']",R,Drama,17.3708586195,"['Lasse Hallstr\xc3\xb6m', 'Kevin Spacey', 'employee', 'employer', 'relationship', 'husband', 'wife', 'relationship', 'newspaper', 'ship', 'wake']"
George Miller,80000000.0,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",Adam Goldberg,Babe: Pig in the City ,"['animal', 'farm', 'farmer', 'hotel', 'pig']",G,Family,18.1975371926,"['George Miller', 'Adam Goldberg', 'animal', 'farm', 'farmer', 'hotel', 'pig']"
Jacques Perrin,160000000.0,['Documentary'],Jacques Perrin,Winged Migration ,"['arctic', 'bad weather', 'flight', 'migration', 'ocean']",G,Documentary,18.8906843732,"['Jacques Perrin', 'Jacques Perrin', 'arctic', 'bad', 'weather', 'flight', 'migration', 'ocean']"
Alister Grierson,30000000.0,"['Adventure', 'Drama', 'Thriller']",Ioan Gruffudd,Sanctum ,"['cave', 'expedition', 'panic', 'rebreather', 'underwater']",R,Adventure,17.2167079396,"['Alister Grierson', 'Ioan Gruffudd', 'cave', 'expedition', 'panic', 'rebreather', 'underwater']"
Francis Lawrence,150000000.0,"['Drama', 'Horror', 'Sci-Fi']",Will Smith,I Am Legend ,"['new york city', 'pandemic', 'post apocalypse', 'survivalist', 'virus']",PG-13,Horror,18.8261458521,"['Francis Lawrence', 'Will Smith', 'new', 'york', 'city', 'pandemic', 'post', 'apocalypse', 'survivalist', 'virus']"
Jean-Pierre Jeunet,75000000.0,"['Action', 'Horror', 'Sci-Fi']",Gary Dourdan,Alien: Resurrection ,"['alien', 'blood', 'breeding', 'clone', 'scientist']",R,Horror,18.1329986715,"['Jean-Pierre Jeunet', 'Gary Dourdan', 'alien', 'blood', 'breeding', 'clone', 'scientist']"
Kevin Lima,85000000.0,"['Adventure', 'Comedy', 'Family']",Ioan Gruffudd,102 Dalmatians ,"['dog', 'parole', 'parole officer', 'prison', 'puppy']",G,Family,18.2581618145,"['Kevin Lima', 'Ioan Gruffudd', 'dog', 'parole', 'parole', 'officer', 'prison', 'puppy']"
Michael Mann,65000000.0,"['Crime', 'Drama', 'Thriller']",Tom Cruise,Collateral ,"['city by night', 'contract killer', 'driving at night', 'los angeles california', 'taxi']",R,Crime,17.9898978279,"['Michael Mann', 'Tom Cruise', 'city', 'by', 'night', 'contract', 'killer', 'driving', 'at', 'night', 'los', 'angeles', 'california', 'taxi']"
John Woo,50000000.0,"['Action', 'Crime', 'Thriller']",Delroy Lindo,Broken Arrow ,"['captain', 'desert', 'major', 'park ranger', 'utah']",R,Action-Comedy,17.7275335634,"['John Woo', 'Delroy Lindo', 'captain', 'desert', 'major', 'park', 'ranger', 'utah']"
Christian Duguay,40000000.0,"['Action', 'Adventure', 'Crime', 'Thriller']",Michael Biehn,The Art of War ,"['blood splatter', 'fbi', 'murder', 'secretary general', 'united nations']",R,Action-Comedy,17.5043900121,"['Christian Duguay', 'Michael Biehn', 'blood', 'splatter', 'fbi', 'murder', 'secretary', 'general', 'united', 'nations']"
Diane Keaton,60000000.0,"['Comedy', 'Drama']",Adam Arkin,Hanging Up ,"['actress', 'clown costume', 'magazine', 'party planner', 'soap opera actress']",PG-13,Rom-Com,17.9098551202,"['Diane Keaton', 'Adam Arkin', 'actress', 'clown', 'costume', 'magazine', 'party', 'planner', 'soap', 'opera', 'actress']"
Richard Attenborough,29000000.0,"['Biography', 'Drama', 'History']",Denzel Washington,Cry Freedom ,"['activist', 'editor', 'journalist', 'newspaper', 'south africa']",PG,Biography,17.182806388,"['Richard Attenborough', 'Denzel Washington', 'activist', 'editor', 'journalist', 'newspaper', 'south', 'africa']"
Wes Craven,40000000.0,"['Horror', 'Mystery']",Kelly Rutherford,Scream 3 ,"['death', 'ghostface', 'murder', 'scream', 'survivor']",R,Horror,17.5043900121,"['Wes Craven', 'Kelly Rutherford', 'death', 'ghostface', 'murder', 'scream', 'survivor']"
Ridley Scott,100000000.0,"['Biography', 'Crime', 'Drama']",Denzel Washington,American Gangster ,"['death', 'heroin', 'popcorn', 'smuggling', 'vietnam']",R,Biography,18.420680744,"['Ridley Scott', 'Denzel Washington', 'death', 'heroin', 'popcorn', 'smuggling', 'vietnam']"
Roger Michell,42000000.0,"['Comedy', 'Drama', 'Romance']",Julia Roberts,Notting Hill ,"['actress', 'bookstore', 'friend', 'kiss', 'love']",PG-13,Rom-Com,17.5531801762,"['Roger Michell', 'Julia Roberts', 'actress', 'bookstore', 'friend', 'kiss', 'love']"
Nick Cassavetes,29000000.0,"['Drama', 'Romance']",Ryan Gosling,The Notebook ,"['class differences', 'letter', 'nursing home', 'second chance', 'summer love']",PG-13,Drama,17.182806388,"['Nick Cassavetes', 'Ryan Gosling', 'class', 'differences', 'letter', 'nursing', 'home', 'second', 'chance', 'summer', 'love']"
Sean Anders,50000000.0,"['Comedy', 'Family']",Will Ferrell,Daddy's Home ,"['biological father', 'dad', 'drinking', 'product placement', 'wilhelm scream']",PG-13,Family,17.7275335634,"['Sean Anders', 'Will Ferrell', 'biological', 'father', 'dad', 'drinking', 'product', 'placement', 'wilhelm', 'scream']"
Sam Raimi,30000000.0,"['Horror', 'Thriller']",Bojana Novakovic,Drag Me to Hell ,"['evil', 'fight', 'hell', 'psychic', 'psychologist']",PG-13,Horror,17.2167079396,"['Sam Raimi', 'Bojana Novakovic', 'evil', 'fight', 'hell', 'psychic', 'psychologist']"
Bryan Singer,195000000.0,"['Adventure', 'Fantasy']",Eddie Marsan,Jack the Giant Slayer ,"['bean', 'giant', 'king', 'no opening credits', 'princess']",PG-13,Adventure,19.0885101165,"['Bryan Singer', 'Eddie Marsan', 'bean', 'giant', 'king', 'no', 'opening', 'credits', 'princess']"
Warren Beatty,30000000.0,"['Comedy', 'Drama', 'Romance']",Warren Beatty,Bulworth ,"['hip hop', 'liberal', 'politics', 'senator', 'truth']",R,Rom-Com,17.2167079396,"['Warren Beatty', 'Warren Beatty', 'hip', 'hop', 'liberal', 'politics', 'senator', 'truth']"
Chris Rock,35200000.0,['Comedy'],Bernie Mac,Head of State ,"['alderman', 'party', 'president', 'presidential candidate', 'washington d.c.']",PG-13,Comedy,17.3765566406,"['Chris Rock', 'Bernie Mac', 'alderman', 'party', 'president', 'presidential', 'candidate', 'washington', 'd', 'c']"
John R. Leonetti,30000000.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",Brian Thompson,Mortal Kombat: Annihilation ,"['alternate reality', 'battle', 'martial arts', 'mortal kombat', 'warrior']",PG-13,Sci-Fi,17.2167079396,"['John R. Leonetti', 'Brian Thompson', 'alternate', 'reality', 'battle', 'martial', 'arts', 'mortal', 'kombat', 'warrior']"
Steven Spielberg,70000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Robin Williams,Hook ,"['1990s', 'caught in a net', 'children', 'duel', 'hero']",PG,Family,18.0640058,"['Steven Spielberg', 'Robin Williams', '1990s', 'caught', 'in', 'a', 'net', 'children', 'duel', 'hero']"
Robert Zemeckis,40000000.0,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",Lea Thompson,Back to the Future Part III ,"['band', 'dog', 'letter', 'time machine', 'tombstone']",PG,Western,17.5043900121,"['Robert Zemeckis', 'Lea Thompson', 'band', 'dog', 'letter', 'time', 'machine', 'tombstone']"
Mel Gibson,72000000.0,"['Biography', 'Drama', 'History', 'War']",Mhairi Calvey,Braveheart ,"['14th century', 'legend', 'revolt', 'scotland', 'tyranny']",R,War,18.092176677,"['Mel Gibson', 'Mhairi Calvey', '14th', 'century', 'legend', 'revolt', 'scotland', 'tyranny']"
Mick Jackson,90000000.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",Don Cheadle,Volcano ,"['earthquake', 'fire', 'lava', 'rescue', 'volcano']",PG-13,Sci-Fi,18.3153202283,"['Mick Jackson', 'Don Cheadle', 'earthquake', 'fire', 'lava', 'rescue', 'volcano']"
Wes Anderson,25000000.0,"['Adventure', 'Comedy', 'Crime', 'Drama']",Bill Murray,The Grand Budapest Hotel ,"['first person narration', 'hotel', 'lobby boy', 'mentor protege relationship', 'painting']",R,Rom-Com,17.0343863828,"['Wes Anderson', 'Bill Murray', 'first', 'person', 'narration', 'hotel', 'lobby', 'boy', 'mentor', 'protege', 'relationship', 'painting']"
Tim Burton,200000000.0,"['Adventure', 'Family', 'Fantasy']",Johnny Depp,Alice in Wonderland ,"['alice in wonderland', 'mistaking reality for dream', 'queen', 'shrinking', 'shrinking potion']",PG,Family,19.1138279245,"['Tim Burton', 'Johnny Depp', 'alice', 'in', 'wonderland', 'mistaking', 'reality', 'for', 'dream', 'queen', 'shrinking', 'shrinking', 'potion']"
Brad Silberling,50000000.0,"['Comedy', 'Family', 'Fantasy']",Eric Idle,Casper ,"['casper', 'friendly ghost', 'ghost', 'maine', 'mansion']",PG,Family,17.7275335634,"['Brad Silberling', 'Eric Idle', 'casper', 'friendly', 'ghost', 'ghost', 'maine', 'mansion']"
Stephen Hillenburg,30000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Scarlett Johansson,The SpongeBob SquarePants Movie ,"['based on tv series', 'crown', 'dream', 'king neptune', 'plankton']",PG,Animation,17.2167079396,"['Stephen Hillenburg', 'Scarlett Johansson', 'based', 'on', 'tv', 'series', 'crown', 'dream', 'king', 'neptune', 'plankton']"
Chuck Bowman,1500000.0,"['Horror', 'Thriller']",P.J. Soles,The Tooth Fairy ,"['bare breasts', 'genital dismemberment', 'mulching someone', 'tooth fairy', 'woodchipper']",,Horror,14.2209756661,"['Chuck Bowman', 'P.J. Soles', 'bare', 'breasts', 'genital', 'dismemberment', 'mulching', 'someone', 'tooth', 'fairy', 'woodchipper']"
Anne Fletcher,40000000.0,"['Comedy', 'Drama', 'Romance']",Ryan Reynolds,The Proposal ,"['alaska', 'deportation', 'father son relationship', 'male objectification', 'sitka alaska']",PG-13,Rom-Com,17.5043900121,"['Anne Fletcher', 'Ryan Reynolds', 'alaska', 'deportation', 'father', 'son', 'relationship', 'male', 'objectification', 'sitka', 'alaska']"
Stanley Kubrick,65000000.0,"['Drama', 'Mystery', 'Thriller']",Tom Cruise,Eyes Wide Shut ,"['doctor', 'orgy', 'party', 'pianist', 'sexual fantasy']",R,Mystery,17.9898978279,"['Stanley Kubrick', 'Tom Cruise', 'doctor', 'orgy', 'party', 'pianist', 'sexual', 'fantasy']"
Martin Scorsese,30000000.0,"['Drama', 'Romance']",Richard E. Grant,The Age of Innocence ,"['19th century', 'countess', 'lawyer', 'love', 'new york']",PG,Drama,17.2167079396,"['Martin Scorsese', 'Richard E. Grant', '19th', 'century', 'countess', 'lawyer', 'love', 'new', 'york']"
Steven Spielberg,36000000.0,"['Drama', 'History']",Anthony Hopkins,Amistad ,"['courtroom', 'mutiny', 'ship', 'slave ship', 'slave trade']",R,History,17.3990294964,"['Steven Spielberg', 'Anthony Hopkins', 'courtroom', 'mutiny', 'ship', 'slave', 'ship', 'slave', 'trade']"
David O. Russell,48000000.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",Judy Greer,Three Kings ,"['gold', 'gulf war', 'iraq', 'kuwait', 'map']",R,War,17.6867115689,"['David O. Russell', 'Judy Greer', 'gold', 'gulf', 'war', 'iraq', 'kuwait', 'map']"
